job_title,years_experience,education_level,skills,country,city,industry,company_size,employment_type,work_mode,certifications,annual_salary_usd
Business Analyst,4,Associate's Degree,Python;Docker;SQL;PostgreSQL;CI/CD;REST APIs,United States,Los Angeles,Energy & Utilities,Large (1001–5000),Full-time,Remote,None,96300
Software Engineer,3,Master's Degree,REST APIs;Docker;SQL;Java;AWS;C++;Python;Git;Apache Spark,Netherlands,Amsterdam,Consulting,Large (1001–5000),Full-time,On-site,CKA (Kubernetes),140200
Machine Learning Engineer,0,Bachelor's Degree,Kubernetes;Python;Deep Learning;Docker;TensorFlow,Canada,Vancouver,Automotive,Small (51–200),Freelance,Remote,AWS Certified Solutions Architect,102800
Software Engineer,3,Bachelor's Degree,Java;Python;C++;Docker;Git,Switzerland,Basel,Telecommunications,Medium (201–1000),Full-time,Hybrid,PMP (Project Management),143500
Mobile Developer,3,Associate's Degree,Azure;Java;React,Switzerland,Zurich,Government & Public Sector,Medium (201–1000),Freelance,Hybrid,None,95600
Cybersecurity Analyst,7,Bachelor's Degree,Python;JavaScript;TypeScript,Australia,Perth,Education & Research,Startup (1–50),Contract,Hybrid,None,97500
DevOps Engineer,16,Bachelor's Degree,CI/CD;Linux;Docker;AWS,Netherlands,Amsterdam,Insurance,Startup (1–50),Full-time,Remote,CKA (Kubernetes),149000
Full Stack Developer,4,Bachelor's Degree,MongoDB;TypeScript;Docker;JavaScript;SQL;Node.js;React,Netherlands,Amsterdam,Media & Entertainment,Enterprise (5000+),Full-time,Remote,None,102500
AI/ML Researcher,4,Associate's Degree,PyTorch;MongoDB;Machine Learning;Deep Learning,Switzerland,Geneva,Consulting,Enterprise (5000+),Full-time,Hybrid,AWS Certified Solutions Architect,241800
DevOps Engineer,9,Bachelor's Degree,Linux;Python;Kubernetes;AWS;Go;Kafka;CI/CD;TypeScript;Docker,South Korea,Busan,Government & Public Sector,Medium (201–1000),Full-time,Remote,PMP (Project Management),108500
UX/UI Designer,9,Bachelor's Degree,Kafka;React;Azure;TypeScript;JavaScript;Deep Learning,India,Delhi,Aerospace & Defense,Medium (201–1000),Full-time,On-site,None,30400
DevOps Engineer,26,Bachelor's Degree,Docker;CI/CD;AWS;Python;Linux;Kubernetes,United States,Boston,Media & Entertainment,Enterprise (5000+),Full-time,Remote,Data Science Professional (IBM),321600
Frontend Developer,14,Master's Degree,JavaScript;PostgreSQL;TypeScript;GraphQL;React;Git,United States,Miami,Finance & Banking,Medium (201–1000),Part-time,Remote,CFA (Finance),130400
Data Engineer,15,Master's Degree,REST APIs;AWS;SQL;MongoDB;PostgreSQL;Machine Learning,Poland,Warsaw,Automotive,Small (51–200),Freelance,Remote,PMP (Project Management);Google Cloud Professional,126800
Solutions Architect,13,Bachelor's Degree,Kubernetes;REST APIs;GCP;AWS;Docker,France,Lyon,E-commerce & Retail,Startup (1–50),Full-time,Remote,None,178300
Cybersecurity Analyst,3,PhD / Doctorate,Linux;Apache Spark;Python;SQL;CI/CD;MongoDB;AWS,United States,Chicago,Finance & Banking,Small (51–200),Freelance,Hybrid,CompTIA Security+,180300
Product Manager,5,Associate's Degree,GraphQL;Git;SQL;REST APIs,United States,Miami,Insurance,Startup (1–50),Part-time,Hybrid,None,66500
Technical Lead,4,Bachelor's Degree,Java;CI/CD;React;Python;Git;Docker;Kubernetes,India,Bengaluru,Automotive,Medium (201–1000),Full-time,On-site,None,32500
Full Stack Developer,11,Associate's Degree,MongoDB;React;Node.js;SQL;TypeScript,France,Paris,Manufacturing,Medium (201–1000),Full-time,Hybrid,None,84700
Database Administrator,17,Bootcamp Graduate,Redis;MongoDB;Linux,Argentina,Córdoba,Consulting,Small (51–200),Full-time,Hybrid,None,27400
Business Analyst,2,Master's Degree,Python;REST APIs;SQL,France,Marseille,Telecommunications,Startup (1–50),Full-time,Remote,None,52600
Network Engineer,3,Master's Degree,Python;Azure,India,Hyderabad,Energy & Utilities,Startup (1–50),Full-time,Remote,Google Cloud Professional;Data Science Professional (IBM),20800
Cloud Architect,7,Associate's Degree,Docker;GraphQL;PostgreSQL;AWS;PyTorch;Terraform;Kubernetes,Australia,Sydney,Media & Entertainment,Startup (1–50),Full-time,On-site,Google Cloud Professional,135900
Senior Software Engineer,9,Bachelor's Degree,Kubernetes;Python;Java;Rust;CI/CD;Redis;Go;Docker;GCP;Git,UAE,Dubai,Education & Research,Startup (1–50),Full-time,Hybrid,None,119500
Security Engineer,2,Bachelor's Degree,CI/CD;Linux;GCP;Python,Switzerland,Geneva,Startups,Startup (1–50),Full-time,Hybrid,None,119000
Data Analyst,3,Master's Degree,PostgreSQL;SQL;Python,United Kingdom,London,E-commerce & Retail,Small (51–200),Full-time,Hybrid,AWS Certified Solutions Architect,64500
Mobile Developer,13,Bachelor's Degree,Git;JavaScript;React;TypeScript;Java,India,Chennai,Telecommunications,Large (1001–5000),Full-time,On-site,None,38500
Senior Software Engineer,21,PhD / Doctorate,Java;Git;Kubernetes;GCP;CI/CD;Docker;Redis;C++;Python;AWS,France,Paris,Insurance,Enterprise (5000+),Contract,Hybrid,None,445700
Full Stack Developer,9,Bachelor's Degree,TypeScript;MongoDB;SQL;Node.js;React,United States,New York,Aerospace & Defense,Enterprise (5000+),Full-time,Remote,None,214700
Senior Software Engineer,3,Master's Degree,Java;Python;Docker;Scala;Git;SQL;Kubernetes,India,Mumbai,Automotive,Startup (1–50),Freelance,Hybrid,None,37900
Machine Learning Engineer,7,Bachelor's Degree,AWS;Kubernetes;Python;REST APIs;PyTorch,Singapore,Singapore City,Telecommunications,Large (1001–5000),Freelance,Hybrid,CKA (Kubernetes),233200
Blockchain Developer,7,Master's Degree,SQL;Kubernetes,United States,Atlanta,Finance & Banking,Small (51–200),Internship,Remote,None,84300
Database Administrator,7,Master's Degree,SQL;MongoDB;Deep Learning;PostgreSQL;JavaScript;GCP,Poland,Wrocław,Aerospace & Defense,Large (1001–5000),Full-time,Hybrid,CFA (Finance),68300
Cybersecurity Analyst,19,Associate's Degree,CI/CD;Linux;Python,Australia,Adelaide,Healthcare & Pharma,Startup (1–50),Full-time,On-site,None,110500
Site Reliability Engineer,16,High School / GED,CI/CD;Linux;Python;Docker;AWS,United States,Seattle,Aerospace & Defense,Medium (201–1000),Internship,Hybrid,None,74900
Network Engineer,15,Bachelor's Degree,Redis;Azure;Linux;Python;AWS,United Kingdom,Edinburgh,Consulting,Enterprise (5000+),Contract,On-site,Salesforce Certified,236900
Data Scientist,8,Master's Degree,PyTorch;Machine Learning;Apache Spark;Python;TensorFlow;Deep Learning;SQL,Sweden,Stockholm,Healthcare & Pharma,Enterprise (5000+),Full-time,On-site,None,202600
QA Engineer,8,Associate's Degree,Redis;Go;CI/CD;SQL,Germany,Berlin,Automotive,Medium (201–1000),Full-time,On-site,None,48800
Blockchain Developer,6,Bachelor's Degree,Python;Rust;SQL;React,United States,Boston,Manufacturing,Startup (1–50),Full-time,On-site,None,108900
Full Stack Developer,6,Bachelor's Degree,React;TypeScript;Node.js;SQL;Docker;MongoDB,Canada,Toronto,Aerospace & Defense,Enterprise (5000+),Freelance,Remote,CISSP (Security),146700
Business Analyst,2,Associate's Degree,SQL,United States,Boston,Manufacturing,Medium (201–1000),Contract,Hybrid,CFA (Finance),82800
Mobile Developer,14,Associate's Degree,TypeScript;TensorFlow;Git,Canada,Calgary,Finance & Banking,Small (51–200),Freelance,Hybrid,CKA (Kubernetes),148400
AI/ML Researcher,7,Master's Degree,TensorFlow;AWS;PyTorch,Canada,Montreal,Telecommunications,Large (1001–5000),Full-time,On-site,CFA (Finance),208400
UX/UI Designer,9,Bachelor's Degree,JavaScript;PyTorch;React,United Kingdom,Leeds,Energy & Utilities,Large (1001–5000),Full-time,Remote,CKA (Kubernetes),119400
Data Analyst,13,Bootcamp Graduate,MongoDB;Node.js;Deep Learning,Canada,Ottawa,Manufacturing,Enterprise (5000+),Full-time,Remote,CKA (Kubernetes),97000
Data Analyst,4,Bachelor's Degree,SQL;MongoDB;Go;Machine Learning,Australia,Perth,Telecommunications,Small (51–200),Full-time,On-site,Google Cloud Professional,67600
Frontend Developer,3,Master's Degree,React;TensorFlow;Git,United States,Boston,Automotive,Large (1001–5000),Contract,Remote,None,144600
AI/ML Researcher,3,Bachelor's Degree,Kubernetes;PyTorch;Python;Machine Learning;TensorFlow;Deep Learning,Canada,Montreal,Finance & Banking,Startup (1–50),Internship,On-site,Google Cloud Professional,61700
Systems Architect,16,Associate's Degree,Docker;Kubernetes;Azure;AWS;Linux,Germany,Berlin,Insurance,Enterprise (5000+),Full-time,On-site,Salesforce Certified;Google Cloud Professional,216600
Data Analyst,5,Bachelor's Degree,PostgreSQL;Git;Python,Sweden,Stockholm,Technology,Startup (1–50),Full-time,Remote,AWS Certified Solutions Architect,68200
Business Analyst,4,Bachelor's Degree,Python;SQL;Kafka,Canada,Toronto,Media & Entertainment,Large (1001–5000),Contract,Remote,AWS Certified Solutions Architect,98200
Cybersecurity Analyst,9,Bachelor's Degree,Linux;AWS,Australia,Adelaide,Finance & Banking,Large (1001–5000),Full-time,Hybrid,Salesforce Certified,167700
Systems Architect,3,Master's Degree,GCP;AWS;Azure;Kubernetes;TensorFlow;Rust;Docker;Java;Linux,Canada,Montreal,E-commerce & Retail,Enterprise (5000+),Full-time,On-site,PMP (Project Management);Data Science Professional (IBM),198900
Network Engineer,4,Master's Degree,TensorFlow;Apache Spark;Azure;Rust;Linux;Python;TypeScript,United States,Atlanta,Manufacturing,Small (51–200),Contract,On-site,None,115000
Business Analyst,9,Bootcamp Graduate,Python;JavaScript,United States,Atlanta,Healthcare & Pharma,Large (1001–5000),Internship,Remote,CFA (Finance),41400
Product Manager,35,Master's Degree,REST APIs,South Korea,Busan,Manufacturing,Startup (1–50),Full-time,Hybrid,None,226600
Frontend Developer,6,Bachelor's Degree,GraphQL;JavaScript;Azure;REST APIs,Germany,Munich,Finance & Banking,Medium (201–1000),Full-time,On-site,Salesforce Certified,106600
AI/ML Researcher,1,PhD / Doctorate,Azure;Python;TensorFlow;SQL,Brazil,Curitiba,Insurance,Large (1001–5000),Full-time,Hybrid,None,78300
UX/UI Designer,3,Associate's Degree,Rust,India,Hyderabad,Government & Public Sector,Large (1001–5000),Freelance,Hybrid,Data Science Professional (IBM),15200
Product Manager,1,Bachelor's Degree,Kafka;SQL,United States,Miami,Education & Research,Small (51–200),Contract,Remote,None,104300
Systems Architect,2,Bachelor's Degree,AWS;Linux;Azure;Kubernetes;GraphQL;PyTorch,Germany,Munich,E-commerce & Retail,Large (1001–5000),Full-time,On-site,AWS Certified Solutions Architect,146700
Data Science Manager,3,Bachelor's Degree,Machine Learning;SQL;Python;Go;Deep Learning;Apache Spark,United Kingdom,Birmingham,Automotive,Large (1001–5000),Full-time,On-site,None,149900
Engineering Manager,3,Bachelor's Degree,Kubernetes;Python;Scala,India,Chennai,Technology,Large (1001–5000),Contract,On-site,AWS Certified Solutions Architect,49100
Data Science Manager,2,Bachelor's Degree,Python;Apache Spark;Machine Learning;SQL,Germany,Cologne,Manufacturing,Small (51–200),Contract,On-site,AWS Certified Solutions Architect,121000
Engineering Manager,10,Master's Degree,CI/CD;Linux;Python,United States,Chicago,Energy & Utilities,Enterprise (5000+),Full-time,On-site,None,363200
Systems Architect,8,Bachelor's Degree,AWS;Java;Kubernetes;Azure;Node.js;JavaScript;Docker;TensorFlow,United Kingdom,Edinburgh,Technology,Medium (201–1000),Part-time,Remote,None,104700
Backend Developer,4,Associate's Degree,Java;Redis;Docker;SQL;Python,India,Bengaluru,Telecommunications,Medium (201–1000),Freelance,Hybrid,None,21900
Technical Lead,4,Master's Degree,Java;CI/CD;Python;GraphQL;Kubernetes;TypeScript;AWS,Japan,Osaka,Education & Research,Medium (201–1000),Contract,On-site,None,140200
DevOps Engineer,7,Bachelor's Degree,JavaScript;Machine Learning;Java;Docker;Python;AWS;Linux;Kubernetes,United States,New York,Technology,Enterprise (5000+),Full-time,Remote,CKA (Kubernetes),261300
Frontend Developer,4,Associate's Degree,JavaScript;CI/CD;React;Apache Spark;GraphQL;TypeScript;Git,United States,Los Angeles,Government & Public Sector,Enterprise (5000+),Full-time,Remote,None,120700
AI/ML Researcher,5,Master's Degree,C++;PostgreSQL;Machine Learning;Python;PyTorch;Deep Learning;TypeScript,Switzerland,Geneva,Consulting,Large (1001–5000),Contract,Hybrid,CKA (Kubernetes),354100
Cybersecurity Analyst,34,Bachelor's Degree,Scala;CI/CD,United States,Los Angeles,Education & Research,Large (1001–5000),Contract,Remote,None,183000
Engineering Manager,3,Bachelor's Degree,AWS;C++;GraphQL;Kubernetes;Python,United States,Atlanta,Startups,Small (51–200),Full-time,Hybrid,Azure Solutions Architect,180100
Product Manager,35,Master's Degree,Git,India,Hyderabad,Startups,Startup (1–50),Full-time,On-site,None,48700
Data Science Manager,19,Bachelor's Degree,SQL;Linux;Scala;Machine Learning;Apache Spark;Python,United States,Austin,Technology,Enterprise (5000+),Full-time,On-site,Azure Solutions Architect,463400
Database Administrator,35,Master's Degree,Linux;Redis;Scala,United States,Austin,Automotive,Medium (201–1000),Contract,Remote,None,253100
Cloud Architect,13,Master's Degree,Terraform;Docker;GCP;AWS,Singapore,Singapore City,Energy & Utilities,Small (51–200),Full-time,Remote,Google Cloud Professional,265200
DevOps Engineer,5,Bootcamp Graduate,Docker;Kubernetes;Python;AWS;Linux;CI/CD;Apache Spark,Canada,Vancouver,Education & Research,Medium (201–1000),Full-time,Remote,None,87300
Mobile Developer,5,High School / GED,TypeScript;Scala;Git;Java;React;JavaScript,United States,San Francisco,Insurance,Medium (201–1000),Full-time,On-site,Google Cloud Professional,113300
Blockchain Developer,8,Master's Degree,Rust;Go,France,Paris,Telecommunications,Medium (201–1000),Full-time,Hybrid,PMP (Project Management),144300
DevOps Engineer,20,High School / GED,Kubernetes;Docker;Python;CI/CD;AWS;Linux;Rust;React,United Kingdom,Manchester,Government & Public Sector,Small (51–200),Contract,Remote,Google Cloud Professional,126000
Systems Architect,9,Bachelor's Degree,PostgreSQL;Kubernetes;Docker;GCP;AWS,United States,New York,Automotive,Large (1001–5000),Contract,On-site,None,277000
Cybersecurity Analyst,15,Bachelor's Degree,Linux;CI/CD;TensorFlow;Python;AWS;GraphQL;Java,United States,Atlanta,Healthcare & Pharma,Enterprise (5000+),Full-time,On-site,None,241200
Security Engineer,7,Master's Degree,AWS;Docker;Go;GraphQL;CI/CD;Python,Singapore,Singapore City,Media & Entertainment,Medium (201–1000),Full-time,On-site,CFA (Finance),184900
Senior Data Analyst,19,Bachelor's Degree,PostgreSQL;MongoDB;SQL;Apache Spark,United States,Austin,Energy & Utilities,Large (1001–5000),Full-time,Hybrid,None,210700
Business Analyst,7,High School / GED,Deep Learning;Python,India,Chennai,Media & Entertainment,Enterprise (5000+),Full-time,On-site,CompTIA Security+,19600
Network Engineer,1,Bachelor's Degree,Linux;Python;Azure;C++;AWS,United Kingdom,Edinburgh,E-commerce & Retail,Large (1001–5000),Full-time,Hybrid,None,86700
Network Engineer,19,Bachelor's Degree,Azure;Linux;Kubernetes;TensorFlow,China,Shanghai,Finance & Banking,Startup (1–50),Full-time,Hybrid,None,79800
Mobile Developer,9,Bachelor's Degree,TypeScript;Java;PyTorch;Go;JavaScript;React;Deep Learning,Japan,Tokyo,Healthcare & Pharma,Medium (201–1000),Full-time,Remote,AWS Certified Solutions Architect,125700
Database Administrator,2,Associate's Degree,Machine Learning;MongoDB;SQL,France,Lyon,Healthcare & Pharma,Large (1001–5000),Internship,Remote,Azure Solutions Architect,25200
AI/ML Researcher,20,High School / GED,CI/CD;GCP;Machine Learning,South Korea,Busan,Healthcare & Pharma,Startup (1–50),Part-time,Remote,None,73500
Cybersecurity Analyst,6,Bachelor's Degree,Linux;Python;C++;MongoDB;AWS,Switzerland,Zurich,Aerospace & Defense,Enterprise (5000+),Full-time,Remote,None,176800
QA Engineer,11,Bachelor's Degree,SQL;Git;Python;CI/CD;REST APIs,Australia,Adelaide,Insurance,Enterprise (5000+),Part-time,On-site,Azure Solutions Architect;Data Science Professional (IBM),62700
Mobile Developer,5,Bachelor's Degree,Java;Git;JavaScript,UAE,Dubai,Startups,Enterprise (5000+),Full-time,Hybrid,Azure Solutions Architect;CFA (Finance),113600
Blockchain Developer,1,Master's Degree,Python;TypeScript;Go;Git,United States,San Francisco,Media & Entertainment,Large (1001–5000),Full-time,Remote,CKA (Kubernetes),159400
Senior Software Engineer,2,Bachelor's Degree,Git;TensorFlow;Python;Docker;PyTorch;Kubernetes;C++;GCP;PostgreSQL,Australia,Adelaide,Education & Research,Startup (1–50),Part-time,Remote,CISSP (Security),69100
Site Reliability Engineer,1,High School / GED,React;GCP;Linux;CI/CD;Docker,Brazil,São Paulo,Healthcare & Pharma,Small (51–200),Full-time,Hybrid,None,26200
Data Science Manager,6,Master's Degree,Python;SQL;Machine Learning,Canada,Montreal,E-commerce & Retail,Startup (1–50),Full-time,Hybrid,None,163300
Backend Developer,2,Master's Degree,Python;SQL;Docker;Linux;Node.js;Deep Learning;PostgreSQL;Redis,India,Chennai,Insurance,Medium (201–1000),Full-time,Hybrid,CISSP (Security),26800
Systems Architect,2,Master's Degree,Docker;Kubernetes;Linux;GCP;AWS,France,Lyon,Automotive,Medium (201–1000),Full-time,Remote,Google Cloud Professional,130900
Database Administrator,28,High School / GED,Linux;Redis;Machine Learning,United States,Chicago,E-commerce & Retail,Large (1001–5000),Full-time,On-site,None,167000
QA Engineer,15,Master's Degree,REST APIs;PostgreSQL;CI/CD;Python;SQL;Git,United States,Atlanta,Technology,Enterprise (5000+),Full-time,Remote,PMP (Project Management),234700
Blockchain Developer,14,Bachelor's Degree,Rust;Go;SQL;PostgreSQL;React,United States,Miami,Healthcare & Pharma,Small (51–200),Full-time,Hybrid,None,166600
Business Analyst,4,Master's Degree,Python;GraphQL,Australia,Brisbane,Education & Research,Large (1001–5000),Full-time,On-site,Data Science Professional (IBM),80900
Product Manager,3,Master's Degree,Kafka;Git;PyTorch;Linux;PostgreSQL;REST APIs,Japan,Yokohama,Energy & Utilities,Medium (201–1000),Full-time,Hybrid,None,136700
Data Scientist,19,Bachelor's Degree,TensorFlow;Apache Spark;GraphQL;SQL;Python;Machine Learning;Deep Learning,France,Lyon,Aerospace & Defense,Small (51–200),Full-time,On-site,None,168900
